,CVEGEO,year,state,municipality,crime_count
568,14024,2015,Jalisco,Cocula,49
569,14025,2015,Jalisco,Colotlán,8
570,14026,2015,Jalisco,Concepción de Buenos Aires,0
571,14027,2015,Jalisco,Cuautitlán de García Barragán,4
572,14028,2015,Jalisco,Cuautla,0
573,14029,2015,Jalisco,Cuquío,1
574,14030,2015,Jalisco,Chapala,15
575,14031,2015,Jalisco,Chimaltitán,0
576,14032,2015,Jalisco,Chiquilistlán,0
577,14033,2015,Jalisco,Degollado,3
578,14034,2015,Jalisco,Ejutla,0
579,14035,2015,Jalisco,Encarnación de Díaz,12
580,14036,2015,Jalisco,Etzatlán,3
581,14037,2015,Jalisco,El Grullo,3
582,14038,2015,Jalisco,Guachinango,0
583,14039,2015,Jalisco,Guadalajara,1868
584,14040,2015,Jalisco,Hostotipaquillo,0
585,14041,2015,Jalisco,Huejúcar,6
586,14042,2015,Jalisco,Huejuquilla el Alto,6
587,14043,2015,Jalisco,La Huerta,10
588,14044,2015,Jalisco,Ixtlahuacán de los Membrillos,11
589,14045,2015,Jalisco,Ixtlahuacán del Río,0
590,14046,2015,Jalisco,Jalostotitlán,17
591,14047,2015,Jalisco,Jamay,15
592,14048,2015,Jalisco,Jesús María,5
593,14049,2015,Jalisco,Jilotlán de los Dolores,0
594,14050,2015,Jalisco,Jocotepec,8
595,14051,2015,Jalisco,Juanacatlán,0
596,14052,2015,Jalisco,Juchitlán,0
597,14053,2015,Jalisco,Lagos de Moreno,162
598,14054,2015,Jalisco,El Limón,0
599,14055,2015,Jalisco,Magdalena,3
600,14056,2015,Jalisco,Santa María del Oro,0
601,14057,2015,Jalisco,La Manzanilla de la Paz,0
602,14058,2015,Jalisco,Mascota,7
603,14059,2015,Jalisco,Mazamitla,4
604,14060,2015,Jalisco,Mexticacán,0
605,14061,2015,Jalisco,Mezquitic,0
606,14062,2015,Jalisco,Mixtlán,0
607,14063,2015,Jalisco,Ocotlán,83
608,14064,2015,Jalisco,Ojuelos de Jalisco,7
609,14065,2015,Jalisco,Pihuamo,3
610,14066,2015,Jalisco,Poncitlán,32
611,14067,2015,Jalisco,Puerto Vallarta,248
612,14068,2015,Jalisco,Villa Purificación,6
613,14069,2015,Jalisco,Quitupan,0
614,14070,2015,Jalisco,El Salto,112
615,14071,2015,Jalisco,San Cristóbal de la Barranca,0
616,14072,2015,Jalisco,San Diego de Alejandría,0
617,14073,2015,Jalisco,San Juan de los Lagos,43
618,14074,2015,Jalisco,San Julián,4
619,14075,2015,Jalisco,San Marcos,0
620,14076,2015,Jalisco,San Martín de Bolaños,1
621,14077,2015,Jalisco,San Martín Hidalgo,3
622,14078,2015,Jalisco,San Miguel el Alto,17
623,14079,2015,Jalisco,Gómez Farías,1
624,14080,2015,Jalisco,San Sebastián del Oeste,0
625,14081,2015,Jalisco,Santa María de los Ángeles,0
626,14082,2015,Jalisco,Sayula,14
627,14083,2015,Jalisco,Tala,21
628,14084,2015,Jalisco,Talpa de Allende,1
629,14085,2015,Jalisco,Tamazula de Gordiano,2
630,14086,2015,Jalisco,Tapalpa,0
631,14087,2015,Jalisco,Tecalitlán,1
632,14088,2015,Jalisco,Tecolotlán,4
633,14089,2015,Jalisco,Techaluta de Montenegro,0
634,14090,2015,Jalisco,Tenamaxtlán,1
635,14091,2015,Jalisco,Teocaltiche,4
636,14092,2015,Jalisco,Teocuitatlán de Corona,1
637,14093,2015,Jalisco,Tepatitlán de Morelos,106
638,14094,2015,Jalisco,Tequila,12
639,14095,2015,Jalisco,Teuchitlán,1
640,14096,2015,Jalisco,Tizapán el Alto,0
641,14097,2015,Jalisco,Tlajomulco de Zúñiga,241
642,14098,2015,Jalisco,San Pedro Tlaquepaque,1029
643,14099,2015,Jalisco,Tolimán,0
644,14100,2015,Jalisco,Tomatlán,2
645,14101,2015,Jalisco,Tonalá,316
646,14102,2015,Jalisco,Tonaya,0
647,14103,2015,Jalisco,Tonila,0
648,14104,2015,Jalisco,Totatiche,3
649,14105,2015,Jalisco,Tototlán,5
650,14106,2015,Jalisco,Tuxcacuesco,0
651,14107,2015,Jalisco,Tuxcueca,1
652,14108,2015,Jalisco,Tuxpan,6
653,14109,2015,Jalisco,Unión de San Antonio,1
654,14110,2015,Jalisco,Unión de Tula,7
655,14111,2015,Jalisco,Valle de Guadalupe,4
656,14112,2015,Jalisco,Valle de Juárez,0
657,14113,2015,Jalisco,San Gabriel,1
658,14114,2015,Jalisco,Villa Corona,10
659,14115,2015,Jalisco,Villa Guerrero,2
660,14116,2015,Jalisco,Villa Hidalgo,0
661,14117,2015,Jalisco,Cañadas de Obregón,0
662,14118,2015,Jalisco,Yahualica de González Gallo,5
663,14119,2015,Jalisco,Zacoalco de Torres,5
664,14120,2015,Jalisco,Zapopan,1599
665,14121,2015,Jalisco,Zapotiltic,10
666,14122,2015,Jalisco,Zapotitlán de Vadillo,1
667,14123,2015,Jalisco,Zapotlán del Rey,5
668,14124,2015,Jalisco,Zapotlanejo,34
669,14125,2015,Jalisco,San Ignacio Cerro Gordo,5
670,15001,2015,México,Acambay de Ruíz Castañeda,3
671,15002,2015,México,Acolman,5
672,15003,2015,México,Aculco,2
673,15004,2015,México,Almoloya de Alquisiras,0
674,15005,2015,México,Almoloya de Juárez,9
675,15006,2015,México,Almoloya del Río,1
676,15007,2015,México,Amanalco,0
677,15008,2015,México,Amatepec,6
678,15009,2015,México,Amecameca,11
679,15010,2015,México,Apaxco,1
680,15011,2015,México,Atenco,3
681,15012,2015,México,Atizapán,0
682,15013,2015,México,Atizapán de Zaragoza,155
683,15014,2015,México,Atlacomulco,5
684,15015,2015,México,Atlautla,4
685,15016,2015,México,Axapusco,0
686,15017,2015,México,Ayapango,0
687,15018,2015,México,Calimaya,3
688,15019,2015,México,Capulhuac,0
689,15020,2015,México,Coacalco de Berriozábal,15
690,15021,2015,México,Coatepec Harinas,3
691,15022,2015,México,Cocotitlán,0
692,15023,2015,México,Coyotepec,3
693,15024,2015,México,Cuautitlán,51
694,15025,2015,México,Chalco,41
695,15026,2015,México,Chapa de Mota,1
696,15027,2015,México,Chapultepec,0
697,15028,2015,México,Chiautla,0
698,15029,2015,México,Chicoloapan,13
699,15030,2015,México,Chiconcuac,1
700,15031,2015,México,Chimalhuacán,235
701,15032,2015,México,Donato Guerra,2
702,15033,2015,México,Ecatepec de Morelos,167
703,15034,2015,México,Ecatzingo,0
704,15035,2015,México,Huehuetoca,13
705,15036,2015,México,Hueypoxtla,1
706,15037,2015,México,Huixquilucan,107
707,15038,2015,México,Isidro Fabela,1
708,15039,2015,México,Ixtapaluca,21
709,15040,2015,México,Ixtapan de la Sal,5
710,15041,2015,México,Ixtapan del Oro,0
711,15042,2015,México,Ixtlahuaca,1
712,15043,2015,México,Xalatlaco,0
713,15044,2015,México,Jaltenco,2
714,15045,2015,México,Jilotepec,4
715,15046,2015,México,Jilotzingo,4
716,15047,2015,México,Jiquipilco,4
717,15048,2015,México,Jocotitlán,1
718,15049,2015,México,Joquicingo,1
719,15050,2015,México,Juchitepec,0
720,15051,2015,México,Lerma,49
721,15052,2015,México,Malinalco,8
722,15053,2015,México,Melchor Ocampo,11
723,15054,2015,México,Metepec,87
724,15055,2015,México,Mexicaltzingo,3
725,15056,2015,México,Morelos,0
726,15057,2015,México,Naucalpan de Juárez,296
727,15058,2015,México,Nezahualcóyotl,223
728,15059,2015,México,Nextlalpan,3
729,15060,2015,México,Nicolás Romero,35
730,15061,2015,México,Nopaltepec,0
731,15062,2015,México,Ocoyoacac,9
732,15063,2015,México,Ocuilan,1
733,15064,2015,México,El Oro,2
734,15065,2015,México,Otumba,8
735,15066,2015,México,Otzoloapan,0
736,15067,2015,México,Otzolotepec,3
737,15068,2015,México,Ozumba,0
738,15069,2015,México,Papalotla,0
739,15070,2015,México,La Paz,134
740,15071,2015,México,Polotitlán,0
741,15072,2015,México,Rayón,0
742,15073,2015,México,San Antonio la Isla,1
743,15074,2015,México,San Felipe del Progreso,3
744,15075,2015,México,San Martín de las Pirámides,2
745,15076,2015,México,San Mateo Atenco,12
746,15077,2015,México,San Simón de Guerrero,1
747,15078,2015,México,Santo Tomás,1
748,15079,2015,México,Soyaniquilpan de Juárez,2
749,15080,2015,México,Sultepec,2
750,15081,2015,México,Tecámac,32
751,15082,2015,México,Tejupilco,31
752,15083,2015,México,Temamatla,0
753,15084,2015,México,Temascalapa,2
754,15085,2015,México,Temascalcingo,3
755,15086,2015,México,Temascaltepec,5
756,15087,2015,México,Temoaya,3
757,15088,2015,México,Tenancingo,10
758,15089,2015,México,Tenango del Aire,1
759,15090,2015,México,Tenango del Valle,16
760,15091,2015,México,Teoloyucan,15
761,15092,2015,México,Teotihuacán,6
762,15093,2015,México,Tepetlaoxtoc,1
763,15094,2015,México,Tepetlixpa,0
764,15095,2015,México,Tepotzotlán,8
765,15096,2015,México,Tequixquiac,3
766,15097,2015,México,Texcaltitlán,0
767,15098,2015,México,Texcalyacac,0
768,15099,2015,México,Texcoco,41
769,15100,2015,México,Tezoyuca,2
770,15101,2015,México,Tianguistenco,5
771,15102,2015,México,Timilpan,1
772,15103,2015,México,Tlalmanalco,3
773,15104,2015,México,Tlalnepantla de Baz,230
774,15105,2015,México,Tlatlaya,4
775,15106,2015,México,Toluca,432
776,15107,2015,México,Tonatico,0
777,15108,2015,México,Tultepec,13
778,15109,2015,México,Tultitlán,55
779,15110,2015,México,Valle de Bravo,33
780,15111,2015,México,Villa de Allende,2
781,15112,2015,México,Villa del Carbón,0
782,15113,2015,México,Villa Guerrero,3
783,15114,2015,México,Villa Victoria,8
784,15115,2015,México,Xonacatlán,2
785,15116,2015,México,Zacazonapan,0
786,15117,2015,México,Zacualpan,0
787,15118,2015,México,Zinacantepec,8
788,15119,2015,México,Zumpahuacán,1
789,15120,2015,México,Zumpango,23
790,15121,2015,México,Cuautitlán Izcalli,98
791,15122,2015,México,Valle de Chalco Solidaridad,17
792,15123,2015,México,Luvianos,3
793,15124,2015,México,San José del Rincón,2
794,15125,2015,México,Tonanitla,1
795,16001,2015,Michoacán de Ocampo,Acuitzio,4
796,16002,2015,Michoacán de Ocampo,Aguililla,2
797,16003,2015,Michoacán de Ocampo,Álvaro Obregón,8
798,16004,2015,Michoacán de Ocampo,Angamacutiro,6
799,16005,2015,Michoacán de Ocampo,Angangueo,0
800,16006,2015,Michoacán de Ocampo,Apatzingán,49
801,16007,2015,Michoacán de Ocampo,Aporo,0
802,16008,2015,Michoacán de Ocampo,Aquila,4
803,16009,2015,Michoacán de Ocampo,Ario,2
804,16010,2015,Michoacán de Ocampo,Arteaga,8
805,16011,2015,Michoacán de Ocampo,Briseñas,0
806,16012,2015,Michoacán de Ocampo,Buenavista,3
807,16013,2015,Michoacán de Ocampo,Carácuaro,1
808,16014,2015,Michoacán de Ocampo,Coahuayana,3
809,16015,2015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,2
810,16016,2015,Michoacán de Ocampo,Coeneo,4
811,16017,2015,Michoacán de Ocampo,Contepec,0
812,16018,2015,Michoacán de Ocampo,Copándaro,0
813,16019,2015,Michoacán de Ocampo,Cotija,4
814,16020,2015,Michoacán de Ocampo,Cuitzeo,2
815,16021,2015,Michoacán de Ocampo,Charapan,0
816,16022,2015,Michoacán de Ocampo,Charo,5
817,16023,2015,Michoacán de Ocampo,Chavinda,3
818,16024,2015,Michoacán de Ocampo,Cherán,0
819,16025,2015,Michoacán de Ocampo,Chilchota,13
820,16026,2015,Michoacán de Ocampo,Chinicuila,0
821,16027,2015,Michoacán de Ocampo,Chucándiro,0
822,16028,2015,Michoacán de Ocampo,Churintzio,3
823,16029,2015,Michoacán de Ocampo,Churumuco,5
824,16030,2015,Michoacán de Ocampo,Ecuandureo,4
825,16031,2015,Michoacán de Ocampo,Epitacio Huerta,0
826,16032,2015,Michoacán de Ocampo,Erongarícuaro,0
827,16033,2015,Michoacán de Ocampo,Gabriel Zamora,7
828,16034,2015,Michoacán de Ocampo,Hidalgo,18
829,16035,2015,Michoacán de Ocampo,La Huacana,4
830,16036,2015,Michoacán de Ocampo,Huandacareo,4
831,16037,2015,Michoacán de Ocampo,Huaniqueo,1
832,16038,2015,Michoacán de Ocampo,Huetamo,3
833,16039,2015,Michoacán de Ocampo,Huiramba,3
834,16040,2015,Michoacán de Ocampo,Indaparapeo,4
835,16041,2015,Michoacán de Ocampo,Irimbo,0
836,16042,2015,Michoacán de Ocampo,Ixtlán,5
837,16043,2015,Michoacán de Ocampo,Jacona,21
838,16044,2015,Michoacán de Ocampo,Jiménez,8
839,16045,2015,Michoacán de Ocampo,Jiquilpan,20
840,16046,2015,Michoacán de Ocampo,Juárez,0
841,16047,2015,Michoacán de Ocampo,Jungapeo,1
842,16048,2015,Michoacán de Ocampo,Lagunillas,1
843,16049,2015,Michoacán de Ocampo,Madero,2
844,16050,2015,Michoacán de Ocampo,Maravatío,7
845,16051,2015,Michoacán de Ocampo,Marcos Castellanos,0
846,16052,2015,Michoacán de Ocampo,Lázaro Cárdenas,108
847,16053,2015,Michoacán de Ocampo,Morelia,314
848,16054,2015,Michoacán de Ocampo,Morelos,2
849,16055,2015,Michoacán de Ocampo,Múgica,3
850,16056,2015,Michoacán de Ocampo,Nahuatzen,0
851,16057,2015,Michoacán de Ocampo,Nocupétaro,0
852,16058,2015,Michoacán de Ocampo,Nuevo Parangaricutiro,4
853,16059,2015,Michoacán de Ocampo,Nuevo Urecho,2
854,16060,2015,Michoacán de Ocampo,Numarán,3
855,16061,2015,Michoacán de Ocampo,Ocampo,1
856,16062,2015,Michoacán de Ocampo,Pajacuarán,3
857,16063,2015,Michoacán de Ocampo,Panindícuaro,10
858,16064,2015,Michoacán de Ocampo,Parácuaro,4
859,16065,2015,Michoacán de Ocampo,Paracho,4
860,16066,2015,Michoacán de Ocampo,Pátzcuaro,10
861,16067,2015,Michoacán de Ocampo,Penjamillo,5
862,16068,2015,Michoacán de Ocampo,Peribán,7
863,16069,2015,Michoacán de Ocampo,La Piedad,70
864,16070,2015,Michoacán de Ocampo,Purépero,8
865,16071,2015,Michoacán de Ocampo,Puruándiro,33
866,16072,2015,Michoacán de Ocampo,Queréndaro,1
867,16073,2015,Michoacán de Ocampo,Quiroga,7
868,16074,2015,Michoacán de Ocampo,Cojumatlán de Régules,2
869,16075,2015,Michoacán de Ocampo,Los Reyes,15
870,16076,2015,Michoacán de Ocampo,Sahuayo,23
871,16077,2015,Michoacán de Ocampo,San Lucas,5
872,16078,2015,Michoacán de Ocampo,Santa Ana Maya,0
873,16079,2015,Michoacán de Ocampo,Salvador Escalante,2
874,16080,2015,Michoacán de Ocampo,Senguio,0
875,16081,2015,Michoacán de Ocampo,Susupuato,0
876,16082,2015,Michoacán de Ocampo,Tacámbaro,27
877,16083,2015,Michoacán de Ocampo,Tancítaro,10
878,16084,2015,Michoacán de Ocampo,Tangamandapio,1
879,16085,2015,Michoacán de Ocampo,Tangancícuaro,8
880,16086,2015,Michoacán de Ocampo,Tanhuato,2
881,16087,2015,Michoacán de Ocampo,Taretan,3
882,16088,2015,Michoacán de Ocampo,Tarímbaro,14
883,16089,2015,Michoacán de Ocampo,Tepalcatepec,0
884,16090,2015,Michoacán de Ocampo,Tingambato,1
885,16091,2015,Michoacán de Ocampo,Tingüindín,2
886,16092,2015,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,2
887,16093,2015,Michoacán de Ocampo,Tlalpujahua,0
888,16094,2015,Michoacán de Ocampo,Tlazazalca,6
889,16095,2015,Michoacán de Ocampo,Tocumbo,6
890,16096,2015,Michoacán de Ocampo,Tumbiscatío,6
891,16097,2015,Michoacán de Ocampo,Turicato,4
892,16098,2015,Michoacán de Ocampo,Tuxpan,4
893,16099,2015,Michoacán de Ocampo,Tuzantla,0
894,16100,2015,Michoacán de Ocampo,Tzintzuntzan,1
895,16101,2015,Michoacán de Ocampo,Tzitzio,4
896,16102,2015,Michoacán de Ocampo,Uruapan,126
897,16103,2015,Michoacán de Ocampo,Venustiano Carranza,5
898,16104,2015,Michoacán de Ocampo,Villamar,8
899,16105,2015,Michoacán de Ocampo,Vista Hermosa,3
900,16106,2015,Michoacán de Ocampo,Yurécuaro,5
901,16107,2015,Michoacán de Ocampo,Zacapu,47
902,16108,2015,Michoacán de Ocampo,Zamora,142
903,16109,2015,Michoacán de Ocampo,Zináparo,0
904,16110,2015,Michoacán de Ocampo,Zinapécuaro,15
905,16111,2015,Michoacán de Ocampo,Ziracuaretiro,4
906,16112,2015,Michoacán de Ocampo,Zitácuaro,14
907,16113,2015,Michoacán de Ocampo,José Sixto Verduzco,15
908,17001,2015,Morelos,Amacuzac,1
909,17002,2015,Morelos,Atlatlahucan,1
910,17003,2015,Morelos,Axochiapan,10
911,17004,2015,Morelos,Ayala,11
912,17005,2015,Morelos,Coatlán del Río,1
913,17006,2015,Morelos,Cuautla,104
914,17007,2015,Morelos,Cuernavaca,643
915,17008,2015,Morelos,Emiliano Zapata,37
916,17009,2015,Morelos,Huitzilac,6
917,17010,2015,Morelos,Jantetelco,11
918,17011,2015,Morelos,Jiutepec,66
919,17012,2015,Morelos,Jojutla,36
920,17013,2015,Morelos,Jonacatepec de Leandro Valle,6
921,17014,2015,Morelos,Mazatepec,2
922,17015,2015,Morelos,Miacatlán,8
923,17016,2015,Morelos,Ocuituco,2
924,17017,2015,Morelos,Puente de Ixtla,13
925,17018,2015,Morelos,Temixco,27
926,17019,2015,Morelos,Tepalcingo,4
927,17020,2015,Morelos,Tepoztlán,9
928,17021,2015,Morelos,Tetecala,6
929,17022,2015,Morelos,Tetela del Volcán,0
930,17023,2015,Morelos,Tlalnepantla,0
931,17024,2015,Morelos,Tlaltizapán de Zapata,8
932,17025,2015,Morelos,Tlaquiltenango,6
933,17026,2015,Morelos,Tlayacapan,2
934,17027,2015,Morelos,Totolapan,3
935,17028,2015,Morelos,Xochitepec,25
936,17029,2015,Morelos,Yautepec,24
937,17030,2015,Morelos,Yecapixtla,11
938,17031,2015,Morelos,Zacatepec,7
939,17032,2015,Morelos,Zacualpan de Amilpas,0
940,17033,2015,Morelos,Temoac,3
941,17034,2015,,,0
942,17035,2015,,,0
943,17036,2015,,,0
944,18001,2015,Nayarit,Acaponeta,1
945,18002,2015,Nayarit,Ahuacatlán,1
946,18003,2015,Nayarit,Amatlán de Cañas,0
947,18004,2015,Nayarit,Compostela,5
948,18005,2015,Nayarit,Huajicori,0
949,18006,2015,Nayarit,Ixtlán del Río,0
950,18007,2015,Nayarit,Jala,2
951,18008,2015,Nayarit,Xalisco,0
952,18009,2015,Nayarit,Del Nayar,0
953,18010,2015,Nayarit,Rosamorada,3
954,18011,2015,Nayarit,Ruíz,0
955,18012,2015,Nayarit,San Blas,2
956,18013,2015,Nayarit,San Pedro Lagunillas,1
957,18014,2015,Nayarit,Santa María del Oro,1
958,18015,2015,Nayarit,Santiago Ixcuintla,3
959,18016,2015,Nayarit,Tecuala,3
960,18017,2015,Nayarit,Tepic,613
961,18018,2015,Nayarit,Tuxpan,3
962,18019,2015,Nayarit,La Yesca,0
963,18020,2015,Nayarit,Bahía de Banderas,10
964,19001,2015,Nuevo León,Abasolo,0
965,19002,2015,Nuevo León,Agualeguas,2
966,19003,2015,Nuevo León,Los Aldamas,0
967,19004,2015,Nuevo León,Allende,17
968,19005,2015,Nuevo León,Anáhuac,14
969,19006,2015,Nuevo León,Apodaca,131
970,19007,2015,Nuevo León,Aramberri,3
971,19008,2015,Nuevo León,Bustamante,1
972,19009,2015,Nuevo León,Cadereyta Jiménez,81
973,19010,2015,Nuevo León,El Carmen,17
974,19011,2015,Nuevo León,Cerralvo,11
975,19012,2015,Nuevo León,Ciénega de Flores,26
976,19013,2015,Nuevo León,China,5
977,19014,2015,Nuevo León,Doctor Arroyo,5
978,19015,2015,Nuevo León,Doctor Coss,0
979,19016,2015,Nuevo León,Doctor González,1
980,19017,2015,Nuevo León,Galeana,10
981,19018,2015,Nuevo León,García,107
982,19019,2015,Nuevo León,San Pedro Garza García,59
983,19020,2015,Nuevo León,General Bravo,5
984,19021,2015,Nuevo León,General Escobedo,155
985,19022,2015,Nuevo León,General Terán,0
986,19023,2015,Nuevo León,General Treviño,1
987,19024,2015,Nuevo León,General Zaragoza,0
988,19025,2015,Nuevo León,General Zuazua,10
989,19026,2015,Nuevo León,Guadalupe,568
990,19027,2015,Nuevo León,Los Herreras,1
991,19028,2015,Nuevo León,Higueras,1
992,19029,2015,Nuevo León,Hualahuises,2
993,19030,2015,Nuevo León,Iturbide,0
994,19031,2015,Nuevo León,Juárez,96
995,19032,2015,Nuevo León,Lampazos de Naranjo,0
996,19033,2015,Nuevo León,Linares,21
997,19034,2015,Nuevo León,Marín,1
998,19035,2015,Nuevo León,Melchor Ocampo,0
999,19036,2015,Nuevo León,Mier y Noriega,0
1000,19037,2015,Nuevo León,Mina,4
1001,19038,2015,Nuevo León,Montemorelos,20
1002,19039,2015,Nuevo León,Monterrey,819
1003,19040,2015,Nuevo León,Parás,1
1004,19041,2015,Nuevo León,Pesquería,36
1005,19042,2015,Nuevo León,Los Ramones,0
1006,19043,2015,Nuevo León,Rayones,0
1007,19044,2015,Nuevo León,Sabinas Hidalgo,33
1008,19045,2015,Nuevo León,Salinas Victoria,19
1009,19046,2015,Nuevo León,San Nicolás de los Garza,143
1010,19047,2015,Nuevo León,Hidalgo,5
1011,19048,2015,Nuevo León,Santa Catarina,94
1012,19049,2015,Nuevo León,Santiago,26
1013,19050,2015,Nuevo León,Vallecillo,7
1014,19051,2015,Nuevo León,Villaldama,3
1015,20001,2015,,,0
1016,20002,2015,Oaxaca,Acatlán de Pérez Figueroa,0
1017,20003,2015,,,0
1018,20004,2015,,,0
1019,20005,2015,,,0
1020,20006,2015,,,0
1021,20007,2015,,,0
1022,20008,2015,,,0
1023,20009,2015,,,0
1024,20010,2015,,,0
1025,20011,2015,,,0
1026,20012,2015,,,0
1027,20013,2015,,,0
1028,20014,2015,Oaxaca,Ciudad Ixtepec,4
1029,20015,2015,,,0
1030,20016,2015,,,0
1031,20017,2015,,,0
1032,20018,2015,,,0
1033,20019,2015,,,0
1034,20020,2015,,,0
1035,20021,2015,,,0
1036,20022,2015,,,0
1037,20023,2015,,,0
1038,20024,2015,,,0
1039,20025,2015,,,0
1040,20026,2015,,,0
1041,20027,2015,,,0
1042,20028,2015,,,0
1043,20029,2015,,,0
1044,20030,2015,,,0
1045,20031,2015,,,0
1046,20032,2015,,,0
1047,20033,2015,,,0
1048,20034,2015,,,0
1049,20035,2015,,,0
1050,20036,2015,,,0
1051,20037,2015,,,0
1052,20038,2015,,,0
1053,20039,2015,Oaxaca,Heroica Ciudad de Huajuapan de León,12
1054,20040,2015,,,0
1055,20041,2015,Oaxaca,Huautla de Jiménez,0
1056,20042,2015,,,0
1057,20043,2015,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,12
1058,20044,2015,Oaxaca,Loma Bonita,2
1059,20045,2015,,,0
1060,20046,2015,,,0
1061,20047,2015,,,0
1062,20048,2015,,,0
1063,20049,2015,,,0
1064,20050,2015,,,0
1065,20051,2015,,,0
1066,20052,2015,,,0
1067,20053,2015,,,0
1068,20054,2015,,,0
1069,20055,2015,,,0
1070,20056,2015,,,0
1071,20057,2015,Oaxaca,Matías Romero Avendaño,2
1072,20058,2015,,,0
1073,20059,2015,Oaxaca,Miahuatlán de Porfirio Díaz,0
1074,20060,2015,,,0
1075,20061,2015,,,0
1076,20062,2015,,,0
1077,20063,2015,,,0
1078,20064,2015,,,0
1079,20065,2015,,,0
1080,20066,2015,,,0
1081,20067,2015,Oaxaca,Oaxaca de Juárez,3
1082,20068,2015,Oaxaca,Ocotlán de Morelos,0
1083,20069,2015,,,0
1084,20070,2015,,,0
1085,20071,2015,,,0
1086,20072,2015,,,0
1087,20073,2015,Oaxaca,Putla Villa de Guerrero,1
1088,20074,2015,,,0
1089,20075,2015,,,0
1090,20076,2015,,,0
1091,20077,2015,,,0
1092,20078,2015,,,0
1093,20079,2015,Oaxaca,Salina Cruz,2
1094,20080,2015,,,0
1095,20081,2015,,,0
1096,20082,2015,,,0
1097,20083,2015,,,0
1098,20084,2015,,,0
1099,20085,2015,Oaxaca,San Agustín Loxicha,0
1100,20086,2015,,,0
1101,20087,2015,,,0
1102,20088,2015,,,0
1103,20089,2015,,,0
1104,20090,2015,,,0
1105,20091,2015,,,0
1106,20092,2015,,,0
1107,20093,2015,,,0
1108,20094,2015,,,0
1109,20095,2015,,,0
1110,20096,2015,,,0
1111,20097,2015,,,0
1112,20098,2015,,,0
1113,20099,2015,,,0
1114,20100,2015,,,0
1115,20101,2015,,,0
1116,20102,2015,,,0
1117,20103,2015,,,0
1118,20104,2015,,,0
1119,20105,2015,,,0
1120,20106,2015,,,0
1121,20107,2015,Oaxaca,San Antonio de la Cal,0
1122,20108,2015,,,0
1123,20109,2015,,,0
1124,20110,2015,,,0
1125,20111,2015,,,0
1126,20112,2015,,,0
1127,20113,2015,,,0
1128,20114,2015,,,0
1129,20115,2015,,,0
1130,20116,2015,,,0
1131,20117,2015,,,0
1132,20118,2015,,,0
1133,20119,2015,,,0
1134,20120,2015,,,0
1135,20121,2015,,,0
1136,20122,2015,,,0
1137,20123,2015,,,0
1138,20124,2015,,,0
1139,20125,2015,,,0
1140,20126,2015,,,0
1141,20127,2015,,,0
1142,20128,2015,,,0
1143,20129,2015,,,0
1144,20130,2015,,,0
1145,20131,2015,,,0
1146,20132,2015,,,0
1147,20133,2015,,,0
1148,20134,2015,Oaxaca,San Felipe Jalapa de Díaz,1
1149,20135,2015,,,0
1150,20136,2015,,,0
1151,20137,2015,,,0
1152,20138,2015,,,0
1153,20139,2015,,,0
1154,20140,2015,,,0
1155,20141,2015,,,0
1156,20142,2015,,,0
1157,20143,2015,,,0
1158,20144,2015,,,0
1159,20145,2015,,,0
1160,20146,2015,,,0
1161,20147,2015,,,0
1162,20148,2015,,,0
1163,20149,2015,,,0
1164,20150,2015,,,0
1165,20151,2015,,,0
1166,20152,2015,,,0
1167,20153,2015,,,0
1168,20154,2015,,,0
1169,20155,2015,,,0
1170,20156,2015,,,0
1171,20157,2015,,,0
1172,20158,2015,,,0
1173,20159,2015,,,0
1174,20160,2015,,,0
1175,20161,2015,,,0
